formula	pmid	canonical_date	canonical_year	naive_year	journal_issue_date	canonical_vs_naive_year_disagree	canonical_vs_issue_year_disagree	boundary_crossing_naive_vs_canonical	date_status
四逆汤	31787459	2019-11-15	2019	2019	2020-02-05	False	True	False	estimable
四逆汤	39468922	2024-10-28	2024	2024	2024-10-28	False	False	False	estimable
四逆汤	24759592	2014-03-26	2014	2014	2014-08-05	False	False	False	estimable
四逆汤	31102910	2019-05-15	2019	2019	2019-07	False	False	False	estimable
四逆汤	30214533	2018-07-25	2018	2018	2018-10	False	False	False	estimable
四逆汤	19507271	2009	2009	2009	2009	False	False	False	estimable
四逆汤	30209468	2018-11-14	2018	2018	2018-11-14	False	False	False	estimable
四逆汤	27095146	2016-04-20	2016	2016	2016-04-20	False	False	False	estimable
四逆汤	21058413	2010-11-05	2010	2010	2011-08	False	True	False	estimable
四逆汤	40382779	2025-05-18	2025	2025	2026-02	False	True	False	estimable
四逆汤	35354453	2022-03-30	2022	2022	2022-03-30	False	False	False	estimable
四逆汤	30018657	2018-06-19	2018	2018	2018	False	False	False	estimable
四逆汤	30050591	2018-06-27	2018	2018	2018	False	False	False	estimable
四逆汤	28051355	2017-01-25	2017	2017	2018-01	False	True	False	estimable
四逆汤	40928591	2025-09-10	2025	2025	2025-12	False	False	False	estimable
四逆汤	32185976	2018-06	2018	2018	2018-06	False	False	False	estimable
四逆汤	33645090	2021-02	2021	2021	2021-02	False	False	False	estimable
四逆汤	31891794	2019-12-28	2019	2019	2020-03	False	True	False	estimable
四逆汤	25315049	2014-12	2014	2014	2014-12	False	False	False	estimable
四逆汤	30594827	2018-12-22	2018	2018	2019-01-15	False	True	False	estimable
四逆汤	19260280	2008-11	2008	2008	2008-11	False	False	False	estimable
四逆汤	12577340	2001-03	2001	2001	2001-03	False	False	False	estimable
四逆汤	32006632	2020-02-01	2020	2020	2020-04-24	False	False	False	estimable
四逆汤	36032938	2022-08-22	2022	2022	2022	False	False	False	estimable
四逆汤	40431572	2025-05-15	2025	2025	2025-05-15	False	False	False	estimable
四逆汤	24723959	2014-03-03	2014	2014	2014	False	False	False	estimable
四逆汤	31553364	2019-09-23	2019	2019	2019	False	False	False	estimable
四逆汤	39486393	2024-10-23	2024	2024	2025-01-15	False	True	False	estimable
四逆汤	41046528	2025-10-05	2025	2025	2025-12	False	False	False	estimable
四逆汤	22037674	2011-10-31	2011	2011	2012-02	False	True	False	estimable
四逆汤	30633169	2019-01	2019	2019	2019-01	False	False	False	estimable
四逆汤	32617100	2020-06-13	2020	2020	2020	False	False	False	estimable
四逆汤	25499312	2014-12-09	2014	2014	2015-02-23	False	True	False	estimable
四逆汤	28606513	2017-01-24	2017	2017	2017-07-15	False	False	False	estimable
四逆汤	17048574	2006-08	2006	2006	2006-08	False	False	False	estimable
四逆汤	20432903	2009-12	2009	2009	2009-12	False	False	False	estimable
四逆汤	28372633	2017-05	2017	2017	2017-05	False	False	False	estimable
四逆汤	25435288	2014-11-27	2014	2014	2015-01-15	False	True	False	estimable
四逆汤	19260278	2008-11	2008	2008	2008-11	False	False	False	estimable
四逆汤	40350918	2025-03	2025	2025	2025-03	False	False	False	estimable
四逆汤	23409005	2013-02-07	2013	2013	2013	False	False	False	estimable
四逆汤	27678063	2016-09-28	2016	2016	2016-09-28	False	False	False	estimable
四逆汤	22110719	2011-11-16	2011	2011	2011	False	False	False	estimable
四逆汤	25516169	2014-12-16	2014	2014	2015-07	False	True	False	estimable
四逆汤	11783255	1999-01	1999	1999	1999-01	False	False	False	estimable
四逆汤	32754034	2020-07-10	2020	2020	2020	False	False	False	estimable
四逆汤	22493681	2012-04-06	2012	2012	2012	False	False	False	estimable
四逆汤	28884550	2016-04	2016	2016	2016-04	False	False	False	estimable
四逆汤	40081306	2025-03-10	2025	2025	2025-08-01	False	False	False	estimable
四逆汤	7532484	1994-09	1994	1994	1994-09	False	False	False	estimable
四逆汤	23861719	2013-06-05	2013	2013	2013	False	False	False	estimable
四逆汤	30156812	2016-06	2016	2016	2016-06	False	False	False	estimable
四逆汤	25509308	2014-08	2014	2014	2014-08	False	False	False	estimable
四逆汤	24598294	2014-03	2014	2014	2014-03	False	False	False	estimable
四逆汤	16161452	2005-07	2005	2005	2005-07	False	False	False	estimable
四逆汤	23019951	2012-07	2012	2012	2012-07	False	False	False	estimable
四逆汤	18589758	2008-01	2008	2008	2008-01	False	False	False	estimable
四逆汤	16913489	2006-04	2006	2006	2006-04	False	False	False	estimable
四逆汤	16706028	2006-02	2006	2006	2006-02	False	False	False	estimable
四逆汤	12572385	2002-08	2002	2002	2002-08	False	False	False	estimable
四逆汤	26137699	2015-02	2015	2015	2015-02	False	False	False	estimable
四逆汤	16209265	2005-06	2005	2005	2005-06	False	False	False	estimable
四逆汤	15810454	2005-03	2005	2005	2005-03	False	False	False	estimable
四逆汤	1418523	1992-02	1992	1992	1992-02	False	False	False	estimable
小柴胡汤	34111616	2021-05-24	2021	2021	2021-07-15	False	False	False	estimable
小柴胡汤	39197800	2024-08-27	2024	2024	2025-01-10	False	True	False	estimable
小柴胡汤	38434364	2024-02-20	2024	2024	2024-03-15	False	False	False	estimable
小柴胡汤	39981856	2025-02	2025	2025	2025-02	False	False	False	estimable
小柴胡汤	33850560	2021-04-02	2021	2021	2021-06	False	False	False	estimable
小柴胡汤	36678378	2022-12-25	2022	2022	2022-12-25	False	False	False	estimable
小柴胡汤	39069245	2024-07-26	2024	2024	2024-11	False	False	False	estimable
小柴胡汤	41045801	2025-10-03	2025	2025	2025-12-03	False	False	False	estimable
小柴胡汤	38742934	2024-05-13	2024	2024	2024-05-13	False	False	False	estimable
小柴胡汤	40204248	2025-04-07	2025	2025	2025-05-28	False	False	False	estimable
小柴胡汤	36246566	2022-10-04	2022	2022	2022	False	False	False	estimable
小柴胡汤	29181733	2017-11-28	2017	2017	2020-08	False	True	False	estimable
小柴胡汤	36529247	2022-12-15	2022	2022	2023-03-01	False	True	False	estimable
小柴胡汤	37475019	2023-07-20	2023	2023	2023-07-20	False	False	False	estimable
小柴胡汤	35865338	2022-07-12	2022	2022	2022	False	False	False	estimable
小柴胡汤	35833082	2022-06-27	2022	2022	2022	False	False	False	estimable
小柴胡汤	16784905	2006-06-19	2006	2006	2006-11-07	False	False	False	estimable
小柴胡汤	40221743	2025-04-12	2025	2025	2025-04-12	False	False	False	estimable
小柴胡汤	34607274	2021-09-24	2021	2021	2021-11	False	False	False	estimable
小柴胡汤	39500944	2024-11-06	2024	2024	2024-11-06	False	False	False	estimable
小柴胡汤	37683587	2023-08-19	2023	2023	2023-11	False	False	False	estimable
小柴胡汤	28944901	2017-09-20	2017	2017	2017-11	False	False	False	estimable
小柴胡汤	37172477	2023-04-26	2023	2023	2023-07-25	False	False	False	estimable
小柴胡汤	18652353	2008-05	2008	2008	2008-05	False	False	False	estimable
小柴胡汤	38532341	2024	2024	2024	2024	False	False	False	estimable
小柴胡汤	24307314	2013-12-05	2013	2013	2013-12	False	False	False	estimable
小柴胡汤	31100441	2019-05-15	2019	2019	2019-08	False	False	False	estimable
小柴胡汤	23983374	2012-04-02	2012	2012	2012	False	False	False	estimable
小柴胡汤	24255667	2013-09-26	2013	2013	2013-12	False	False	False	estimable
小柴胡汤	18718184	2008-09	2008	2008	2008-09	False	False	False	estimable
小柴胡汤	34125845	2021-06-14	2021	2021	2021	False	False	False	estimable
小柴胡汤	35718508	2022-06	2022	2022	2022-06	False	False	False	estimable
小柴胡汤	39315211	2024-09-10	2024	2024	2024-09-30	False	False	False	estimable
小柴胡汤	41377151	2025-12-09	2025	2025	2025-12-08	False	False	False	estimable
小柴胡汤	40872800	2025-08-05	2025	2025	2025-08-05	False	False	False	estimable
小柴胡汤	33824873	2021-03-20	2021	2021	2021	False	False	False	estimable
小柴胡汤	33181665	2020-11-13	2020	2020	2020-11-13	False	False	False	estimable
小柴胡汤	41224214	2025-12	2025	2025	2025-12	False	False	False	estimable
小柴胡汤	37072090	2023-04-16	2023	2023	2023-09-15	False	False	False	estimable
小柴胡汤	24926384	2014-04-02	2014	2014	2014-06	False	False	False	estimable
小柴胡汤	37641680	2020-09-22	2020	2020	2020-07	False	False	False	estimable
小柴胡汤	32863886	2020-08-27	2020	2020	2020	False	False	False	estimable
小柴胡汤	28306207	2017-04-19	2017	2017	2017-05	False	False	False	estimable
小柴胡汤	26397748	2015-09-11	2015	2015	2015-10-15	False	False	False	estimable
小柴胡汤	27398633	2016-06-27	2016	2016	2016-09-01	False	False	False	estimable
小柴胡汤	34197961	2021-06-29	2021	2021	2021-10-28	False	False	False	estimable
小柴胡汤	7682201	1993-02	1993	1993	1993-02	False	False	False	estimable
小柴胡汤	29751718	2018-04	2018	2018	2018-04	False	False	False	estimable
小柴胡汤	8169322	1994-02	1994	1994	1994-02	False	False	False	estimable
小柴胡汤	33352331	2020-12-25	2020	2020	2021-02	False	True	False	estimable
小柴胡汤	36096349	2022-09-10	2022	2022	2023-01-10	False	True	False	estimable
小柴胡汤	23853661	2013-06-18	2013	2013	2013	False	False	False	estimable
小柴胡汤	36934787	2023-03-18	2023	2023	2023-06-28	False	False	False	estimable
小柴胡汤	9339641	1997-09	1997	1997	1997-09	False	False	False	estimable
小柴胡汤	31627161	2019-08-17	2019	2019	2019-10-01	False	False	False	estimable
小柴胡汤	15307704	2004-07	2004	2004	2004-07	False	False	False	estimable
小柴胡汤	32410640	2020-05-14	2020	2020	2020-05-14	False	False	False	estimable
小柴胡汤	28420096	2017-04-14	2017	2017	2017-04-14	False	False	False	estimable
小柴胡汤	18237412	2008-01-31	2008	2008	2008-01-31	False	False	False	estimable
小柴胡汤	33645139	2021-01	2021	2021	2021-01	False	False	False	estimable
小柴胡汤	39027534	2024-06-22	2024	2024	2024-07-15	False	False	False	estimable
小柴胡汤	28480435	2017-03-01	2017	2017	2017	False	False	False	estimable
小柴胡汤	15253665	2004-07-15	2004	2004	2004-07-15	False	False	False	estimable
小柴胡汤	23773779	2013-06-18	2013	2013	2013-06-18	False	False	False	estimable
小柴胡汤	18996463	2008-10-18	2008	2008	2009-01-12	False	True	False	estimable
小柴胡汤	8349952	1993	1993	1993	1993	False	False	False	estimable
小柴胡汤	25481087	2014-11-18	2014	2014	2015-02	False	True	False	estimable
小柴胡汤	17291779	2007-02-08	2007	2007	2007-04	False	False	False	estimable
小柴胡汤	17569366	2006-06	2006	2006	2006-06	False	False	False	estimable
小柴胡汤	20079350	2010-01-13	2010	2010	2010-04-10	False	False	False	estimable
小柴胡汤	16644487	2006-02-21	2006	2006	2006-06	False	False	False	estimable
小柴胡汤	27777595	2016-09-29	2016	2016	2016	False	False	False	estimable
小柴胡汤	3264299	1988	1988	1988	1988	False	False	False	estimable
小柴胡汤	20515825	2010-06-01	2010	2010	2010-06-01	False	False	False	estimable
小柴胡汤	33536916	2021-01-18	2021	2021	2020	False	True	False	estimable
小柴胡汤	19429332	2009-03-09	2009	2009	2009-05-04	False	False	False	estimable
小柴胡汤	23268740	2012-12-27	2012	2012	2012-12-27	False	False	False	estimable
小柴胡汤	29728020	2018-04	2018	2018	2018-04	False	False	False	estimable
小柴胡汤	7783463	1995-03	1995	1995	1995-03	False	False	False	estimable
小柴胡汤	29052404	2017-04	2017	2017	2017-04	False	False	False	estimable
小柴胡汤	15146843	2003	2003	2003	2003	False	False	False	estimable
小柴胡汤	32113793	2020-02-26	2020	2020	2020-04	False	False	False	estimable
小柴胡汤	24410935	2014-01-11	2014	2014	2014-01-11	False	False	False	estimable
小柴胡汤	16834971	2006-07	2006	2006	2006-07	False	False	False	estimable
小柴胡汤	8839964	1996-07	1996	1996	1996-07	False	False	False	estimable
小柴胡汤	14626190	2003-10	2003	2003	2003-10	False	False	False	estimable
小柴胡汤	23573136	2013-03-20	2013	2013	2013	False	False	False	estimable
小柴胡汤	3851690	1985	1985	1985	1985	False	False	False	estimable
小柴胡汤	21138681	2010-12	2010	2010	2010-12	False	False	False	estimable
小柴胡汤	21486556	2011-04	2011	2011	2011-04	False	False	False	estimable
小柴胡汤	15652268	2004-12-10	2004	2004	2005-02-10	False	True	False	estimable
小柴胡汤	18672772	2008-05	2008	2008	2008-05	False	False	False	estimable
小柴胡汤	7540698	1995-04	1995	1995	1995-04	False	False	False	estimable
小柴胡汤	23596780	2013-01	2013	2013	2013-01	False	False	False	estimable
小柴胡汤	4062314	1985-11	1985	1985	1985-11	False	False	False	estimable
小柴胡汤	7550118	1995-06	1995	1995	1995-06	False	False	False	estimable
桂枝汤	35799788	2022-06-21	2022	2022	2022	False	False	False	estimable
桂枝汤	36317102	2022-10-22	2022	2022	2022	False	False	False	estimable
桂枝汤	40603921	2025-07-02	2025	2025	2025-07-02	False	False	False	estimable
桂枝汤	37158290	2023-12	2023	2023	2023-12	False	False	False	estimable
桂枝汤	36195951	2022-10-04	2022	2022	2022-10-04	False	False	False	estimable
桂枝汤	39278296	2024-09-13	2024	2024	2025-01-30	False	True	False	estimable
桂枝汤	41031176	2025-09-24	2025	2025	2025	False	False	False	estimable
桂枝汤	33849831	2021-03-25	2021	2021	2021-03-25	False	False	False	estimable
桂枝汤	40810222	2025-08	2025	2025	2025-08	False	False	False	estimable
桂枝汤	41067321	2025-10-09	2025	2025	2026-01-30	False	True	False	estimable
桂枝汤	39696593	2024-12-19	2024	2024	2024-12-19	False	False	False	estimable
桂枝汤	30106053	2018-08	2018	2018	2018-08	False	False	False	estimable
桂枝汤	36543278	2022-12-18	2022	2022	2023-03-25	False	True	False	estimable
桂枝汤	40466439	2025-06-03	2025	2025	2025	False	False	False	estimable
桂枝汤	36652817	2023-01-11	2023	2023	2023-02-01	False	False	False	estimable
桂枝汤	37303648	2023-05-15	2023	2023	2023	False	False	False	estimable
桂枝汤	38885915	2024-06-15	2024	2024	2024-10-28	False	False	False	estimable
桂枝汤	41208318	2025-11-09	2025	2025	2025-10	False	False	False	estimable
桂枝汤	41139445	2025-10-20	2025	2025	2025-10-20	False	False	False	estimable
桂枝汤	30650500	2017-04	2017	2017	2017-04	False	False	False	estimable
桂枝汤	29950057	2018-06	2018	2018	2018-06	False	False	False	estimable
桂枝汤	25456424	2014-10-23	2014	2014	2014-12-02	False	False	False	estimable
桂枝汤	31949465	2019-12-26	2019	2019	2019	False	False	False	estimable
桂枝汤	35866834	2022-07-22	2022	2022	2022-07-22	False	False	False	estimable
桂枝汤	32173634	2020-01	2020	2020	2020-01	False	False	False	estimable
桂枝汤	33081480	2020-10-16	2020	2020	2021-02	False	True	False	estimable
桂枝汤	38867532	2024	2024	2024	2024	False	False	False	estimable
桂枝汤	38181229	2024-01-05	2024	2024	2024-01-05	False	False	False	estimable
桂枝汤	38754214	2024-04-24	2024	2024	2024-07	False	False	False	estimable
桂枝汤	36760992	2023-01-25	2023	2023	2023	False	False	False	estimable
桂枝汤	25435607	2014-01-28	2014	2014	2014	False	False	False	estimable
桂枝汤	24127065	2013-10-11	2013	2013	2013-12	False	False	False	estimable
桂枝汤	33906674	2021-04-27	2021	2021	2021-04-27	False	False	False	estimable
桂枝汤	35866783	2022-07-22	2022	2022	2022-07-22	False	False	False	estimable
桂枝汤	17077517	2006-11	2006	2006	2006-11	False	False	False	estimable
桂枝汤	30554094	2018-12-08	2018	2018	2019-01-15	False	True	False	estimable
桂枝汤	35790442	2022-06-20	2022	2022	2022-06-20	False	False	False	estimable
桂枝汤	31111424	2019-05-20	2019	2019	2020-03	False	True	False	estimable
桂枝汤	34966437	2021-12-20	2021	2021	2021	False	False	False	estimable
桂枝汤	35155889	2022-01-28	2022	2022	2022-02-08	False	False	False	estimable
桂枝汤	8044020	1994-02	1994	1994	1994-02	False	False	False	estimable
桂枝汤	34457020	2021-08-17	2021	2021	2021	False	False	False	estimable
桂枝汤	31792665	2019-12-02	2019	2019	2020-02	False	True	False	estimable
桂枝汤	39765191	2025-01-02	2025	2025	2025-04	False	False	False	estimable
桂枝汤	26136945	2015-03-26	2015	2015	2015-06	False	False	False	estimable
桂枝汤	16548174	2006-01	2006	2006	2006-01	False	False	False	estimable
桂枝汤	34675809	2021-10-05	2021	2021	2021	False	False	False	estimable
桂枝汤	31901568	2019-12-23	2019	2019	2020-02	False	True	False	estimable
桂枝汤	29185359	2018-12	2018	2018	2018-12	False	False	False	estimable
桂枝汤	32051552	2020-02-12	2020	2020	2020-06	False	False	False	estimable
桂枝汤	34915324	2021-12-09	2021	2021	2022-02-05	False	True	False	estimable
桂枝汤	39988642	2025-02-23	2025	2025	2025-07	False	False	False	estimable
桂枝汤	39701768	2024-10	2024	2024	2024-10	False	False	False	estimable
桂枝汤	39098621	2024-08-06	2024	2024	2025-01-10	False	True	False	estimable
桂枝汤	25815521	2015-03-19	2015	2015	2015-07	False	False	False	estimable
桂枝汤	23754163	2013-06-10	2013	2013	2013-11	False	False	False	estimable
桂枝汤	27626411	2016-09-12	2016	2016	2016-09-12	False	False	False	estimable
桂枝汤	29075304	2017-09-18	2017	2017	2017	False	False	False	estimable
桂枝汤	35749826	2022-05-27	2022	2022	2022-09	False	False	False	estimable
桂枝汤	18310904	2008-03	2008	2008	2008-03	False	False	False	estimable
桂枝汤	28948740	2017-01	2017	2017	2017-01	False	False	False	estimable
桂枝汤	24972580	2014-06-28	2014	2014	2014-07	False	False	False	estimable
桂枝汤	38037139	2023-11-30	2023	2023	2023-11-30	False	False	False	estimable
桂枝汤	38941796	2024-06-25	2024	2024	2024-08-16	False	False	False	estimable
桂枝汤	22993997	2012-06	2012	2012	2012-06	False	False	False	estimable
桂枝汤	10322843	1997-11	1997	1997	1997-11	False	False	False	estimable
桂枝汤	41204479	2025-11-07	2025	2025	2025-11-07	False	False	False	estimable
桂枝汤	34966435	2021-12-20	2021	2021	2021	False	False	False	estimable
桂枝汤	27733198	2016-10-12	2016	2016	2016-10-12	False	False	False	estimable
桂枝汤	26432380	2015-09-25	2015	2015	2016-07-15	False	True	False	estimable
桂枝汤	27178633	2016-05-10	2016	2016	2016-07-21	False	False	False	estimable
桂枝汤	31359679	2019-07	2019	2019	2019-07	False	False	False	estimable
桂枝汤	8155944	1993-11	1993	1993	1993-11	False	False	False	estimable
桂枝汤	27386656	2016-05	2016	2016	2016-05	False	False	False	estimable
桂枝汤	20617686	2010-04	2010	2010	2010-04	False	False	False	estimable
桂枝汤	18306459	2008	2008	2008	2008	False	False	False	estimable
桂枝汤	28901079	2016-06	2016	2016	2016-06	False	False	False	estimable
桂枝汤	16834971	2006-07	2006	2006	2006-07	False	False	False	estimable
桂枝汤	12516454	2000-10	2000	2000	2000-10	False	False	False	estimable
理中丸	40486277	2024-06-06	2024	2024	2025-05	False	True	False	estimable
理中丸	37084637	2023-04-05	2023	2023	2023-06	False	False	False	estimable
理中丸	39947366	2025-02-11	2025	2025	2025-03-13	False	False	False	estimable
理中丸	37536648	2023-08-01	2023	2023	2024-01-10	False	True	False	estimable
理中丸	39486672	2024-10-31	2024	2024	2025-02-10	False	True	False	estimable
理中丸	20951788	2010-10-15	2010	2010	2011-01-27	False	True	False	estimable
理中丸	34916934	2021-11-30	2021	2021	2021	False	False	False	estimable
理中丸	23920247	2013-08-03	2013	2013	2013-10-07	False	False	False	estimable
理中丸	39089661	2024-07-31	2024	2024	2024-12-05	False	False	False	estimable
理中丸	34087403	2021-06-01	2021	2021	2021-10-05	False	False	False	estimable
理中丸	29676093	2018-03	2018	2018	2018-03	False	False	False	estimable
理中丸	30867675	2019-03-01	2019	2019	2019	False	False	False	estimable
理中丸	22899955	2012-07-31	2012	2012	2012	False	False	False	estimable
理中丸	24701240	2014-02-20	2014	2014	2014	False	False	False	estimable
补中益气汤	39116604	2024-08-07	2024	2024	2024-10	False	False	False	estimable
补中益气汤	40695404	2025-07-20	2025	2025	2025-09-25	False	False	False	estimable
补中益气汤	38158097	2023-12-27	2023	2023	2024-04-06	False	True	False	estimable
补中益气汤	40360040	2025-05-11	2025	2025	2025-07-24	False	False	False	estimable
补中益气汤	38621910	2024-02	2024	2024	2024-02	False	False	False	estimable
补中益气汤	37679989	2023-10	2023	2023	2023-10	False	False	False	estimable
补中益气汤	39701767	2024-10	2024	2024	2024-10	False	False	False	estimable
补中益气汤	37147755	2023-06	2023	2023	2023-06	False	False	False	estimable
补中益气汤	41116264	2025-10-15	2025	2025	2025-10-15	False	False	False	estimable
补中益气汤	35495748	2022-04-13	2022	2022	2022	False	False	False	estimable
补中益气汤	30558075	2018-12	2018	2018	2018-12	False	False	False	estimable
补中益气汤	41330182	2025-11-27	2025	2025	2026-01	False	True	False	estimable
补中益气汤	39278852	2024-09-01	2024	2024	2024	False	False	False	estimable
补中益气汤	37695446	2023-09-11	2023	2023	2024-07	False	True	False	estimable
补中益气汤	41415071	2025-11-15	2025	2025	2025	False	False	False	estimable
补中益气汤	39087096	2024-07-27	2024	2024	2024-07-27	False	False	False	estimable
补中益气汤	36590298	2022-12-15	2022	2022	2022	False	False	False	estimable
补中益气汤	34871253	2021-11-05	2021	2021	2021-11-05	False	False	False	estimable
补中益气汤	40065054	2025-03-10	2025	2025	2025-03-10	False	False	False	estimable
补中益气汤	39326601	2024-09-24	2024	2024	2024-11	False	False	False	estimable
补中益气汤	21598554	2011-02	2011	2011	2011-02	False	False	False	estimable
补中益气汤	38744568	2024-05-10	2024	2024	2024	False	False	False	estimable
补中益气汤	37070455	2024	2024	2024	2024	False	False	False	estimable
补中益气汤	41031496	2025-09-30	2025	2025	2025-09-30	False	False	False	estimable
补中益气汤	36737821	2023-02-04	2023	2023	2023-02-04	False	False	False	estimable
补中益气汤	34904911	2022-12	2022	2022	2022-12	False	False	False	estimable
补中益气汤	40185260	2025-04-02	2025	2025	2025-05-12	False	False	False	estimable
补中益气汤	38230796	2024-01	2024	2024	2024-01	False	False	False	estimable
补中益气汤	40701420	2025-07-21	2025	2025	2025-09-25	False	False	False	estimable
补中益气汤	25282897	2014-05	2014	2014	2014-05	False	False	False	estimable
补中益气汤	34889240	2021-12-10	2021	2021	2021-12-10	False	False	False	estimable
补中益气汤	20482257	2010-08	2010	2010	2010-08	False	False	False	estimable
补中益气汤	28959844	2017-02	2017	2017	2017-02	False	False	False	estimable
补中益气汤	40350879	2025-04	2025	2025	2025-04	False	False	False	estimable
补中益气汤	40264313	2025	2025	2025	2025	False	False	False	estimable
补中益气汤	39957354	2025-02-17	2025	2025	2025-07	False	False	False	estimable
补中益气汤	31814838	2019-11-11	2019	2019	2019	False	False	False	estimable
补中益气汤	28914034	2016-08	2016	2016	2016-08	False	False	False	estimable
补中益气汤	38688355	2024-04-28	2024	2024	2024-09-15	False	False	False	estimable
补中益气汤	7504963	1993-06	1993	1993	1993-06	False	False	False	estimable
补中益气汤	25509271	2014-10	2014	2014	2014-10	False	False	False	estimable
补中益气汤	37660955	2023-09-03	2023	2023	2024-01-30	False	True	False	estimable
补中益气汤	36687653	2023-01-06	2023	2023	2022	False	True	False	estimable
补中益气汤	21716623	2011-04	2011	2011	2011-04	False	False	False	estimable
补中益气汤	32489024	2020-04	2020	2020	2020-04	False	False	False	estimable
补中益气汤	19149266	2008-11	2008	2008	2008-11	False	False	False	estimable
补中益气汤	21823486	2011-02	2011	2011	2011-02	False	False	False	estimable
逍遥散	40684490	2025-07-13	2025	2025	2025-09	False	False	False	estimable
逍遥散	41061289	2025-09-28	2025	2025	2025-11-25	False	False	False	estimable
逍遥散	39197805	2024-08-26	2024	2024	2025-01-10	False	True	False	estimable
逍遥散	40945251	2025-09-03	2025	2025	2025-11	False	False	False	estimable
逍遥散	38375048	2023-12-01	2023	2023	2024-01	False	True	False	estimable
逍遥散	40945252	2025-09-08	2025	2025	2025-11	False	False	False	estimable
逍遥散	41225027	2025-11-12	2025	2025	2025-11-12	False	False	False	estimable
逍遥散	40998134	2025-09-23	2025	2025	2026-01-30	False	True	False	estimable
逍遥散	41273446	2025-11-22	2025	2025	2025-11-22	False	False	False	estimable
逍遥散	40541752	2025-06-18	2025	2025	2025-08-29	False	False	False	estimable
逍遥散	40458794	2025-05-19	2025	2025	2025	False	False	False	estimable
逍遥散	41029818	2025-10-01	2025	2025	2025-10-01	False	False	False	estimable
逍遥散	37844745	2023-10-14	2023	2023	2024-01-30	False	True	False	estimable
逍遥散	40752984	2025-08-05	2025	2025	2026-02-28	False	True	False	estimable
逍遥散	38851983	2023-12-30	2023	2023	2024-09	False	True	False	estimable
逍遥散	40846521	2025-07-31	2025	2025	2025-11	False	False	False	estimable
逍遥散	38232859	2024-01-15	2024	2024	2024-04-24	False	False	False	estimable
逍遥散	40547671	2025-06-04	2025	2025	2025-06-17	False	False	False	estimable
逍遥散	40912487	2025-09-03	2025	2025	2026-01-10	False	True	False	estimable
逍遥散	36279723	2022-10-21	2022	2022	2022-12	False	False	False	estimable
逍遥散	37495029	2023-07-24	2023	2023	2024-01-10	False	True	False	estimable
逍遥散	33912031	2021-04-12	2021	2021	2021	False	False	False	estimable
逍遥散	40550295	2025-06-21	2025	2025	2025-08-29	False	False	False	estimable
逍遥散	39474580	2024-10-27	2024	2024	2024-10-27	False	False	False	estimable
逍遥散	34496266	2021-09-05	2021	2021	2022-01-10	False	True	False	estimable
逍遥散	37476639	2023-07-12	2023	2023	2023	False	False	False	estimable
逍遥散	36588727	2022-12-15	2022	2022	2022	False	False	False	estimable
逍遥散	30989892	2019-02	2019	2019	2019-02	False	False	False	estimable
逍遥散	40140444	2025-03-26	2025	2025	2025-03-26	False	False	False	estimable
逍遥散	38451006	2024-03-27	2024	2024	2024-04	False	False	False	estimable
逍遥散	38004472	2023-11-14	2023	2023	2023-11-14	False	False	False	estimable
逍遥散	34867405	2021-11-19	2021	2021	2021	False	False	False	estimable
逍遥散	41218740	2025-11-09	2025	2025	2026-02-01	False	True	False	estimable
逍遥散	36160413	2022-09-08	2022	2022	2022	False	False	False	estimable
逍遥散	39338294	2024-08-27	2024	2024	2024-08-27	False	False	False	estimable
逍遥散	35489663	2022-04-27	2022	2022	2022-08-10	False	False	False	estimable
逍遥散	39675591	2024-12-14	2024	2024	2025-01-31	False	True	False	estimable
逍遥散	31920757	2019-12-10	2019	2019	2019	False	False	False	estimable
逍遥散	27413389	2016-06-20	2016	2016	2016	False	False	False	estimable
逍遥散	32256358	2020-03-18	2020	2020	2020	False	False	False	estimable
逍遥散	35906133	2022-07-25	2022	2022	2022-09	False	False	False	estimable
逍遥散	37440274	2023-07-13	2023	2023	2024-07	False	True	False	estimable
逍遥散	39121928	2024-08-08	2024	2024	2024-12-05	False	False	False	estimable
逍遥散	39086531	2024-07-27	2024	2024	2024-07-27	False	False	False	estimable
逍遥散	37632305	2023-08-26	2023	2023	2024-11	False	True	False	estimable
逍遥散	34467737	2021-08	2021	2021	2021-08	False	False	False	estimable
逍遥散	31394544	2019-08-08	2019	2019	2020	False	True	False	estimable
逍遥散	32765272	2020-07-16	2020	2020	2020	False	False	False	estimable
逍遥散	39474573	2024-10-27	2024	2024	2024-10-27	False	False	False	estimable
逍遥散	33676173	2021-02-24	2021	2021	2021-05	False	False	False	estimable
逍遥散	39041098	2024-06	2024	2024	2024-06	False	False	False	estimable
逍遥散	28336920	2017-03-23	2017	2017	2017-03-23	False	False	False	estimable
逍遥散	26191079	2015-07-19	2015	2015	2015	False	False	False	estimable
逍遥散	37322430	2023-06-15	2023	2023	2023-06-15	False	False	False	estimable
逍遥散	39114061	2024-07-14	2024	2024	2024-07-30	False	False	False	estimable
逍遥散	37046230	2023-04-12	2023	2023	2023-04-12	False	False	False	estimable
逍遥散	40179998	2025-04-01	2025	2025	2025-05-12	False	False	False	estimable
逍遥散	32311921	2020-04	2020	2020	2020-04	False	False	False	estimable
逍遥散	38367929	2024-02-16	2024	2024	2024-05-23	False	False	False	estimable
逍遥散	31632527	2019-09-15	2019	2019	2019	False	False	False	estimable
逍遥散	37263314	2023-05-30	2023	2023	2023-10-28	False	False	False	estimable
